131.738	76.265	722.481
132.883	69.6147	731.731
131.009	59.4168	735.428
135.123	49.0353	747.664
135.904	81.6702	709.78
141.47	73.4282	707.304
148.143	53.9056	705.5
149.851	36.7147	699.638
160.525	19.8187	694.157
160.597	12.6428	693.86
156.493	-0.663373	691.361
158.828	0.823067	686.264
159.792	4.01421	670.379
158.831	-20.0624	643.296
153.326	-43.3223	615.594
145.694	-62.2247	590.453
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
1.47901	78.3706	578.568
-0.661574	63.1544	582.211
-1.14518	51.5529	586.726
1.5664	47.6909	592.738
7.99096	40.6327	598.705
14.091	35.5558	610.726
23.8578	27.3969	622.126
31.8733	22.1991	628.75
-2.72768	39.5691	588.409
-0.232042	28.7849	589.393
5.2041	13.6623	588.663
17.6179	-2.09003	589.098
34.3185	-17.6306	588.693
86.3996	158.667	554.943
92.9065	162.136	578.17
101.985	163.223	615.941
114.147	155.726	655.423
121.154	138.772	688.648
123.402	120.992	706.349
124.663	102.68	711.129
126.019	92.4038	711.788
124.328	88.5195	715.724
131.738	76.265	722.481
132.883	69.6147	731.731
131.009	59.4168	735.428
135.123	49.0353	747.664
135.904	81.6702	709.78
141.47	73.4282	707.304
148.143	53.9056	705.5
149.851	36.7147	699.638
160.525	19.8187	694.157
160.597	12.6428	693.86
156.493	-0.663373	691.361
158.828	0.823067	686.264
159.792	4.01421	670.379
158.831	-20.0624	643.296
153.326	-43.3223	615.594
145.694	-62.2247	590.453
